;Timestamp;Pressure_data
[2025-12-09 11:08:52.126] ;1043;95651.11
[2025-12-09 11:08:52.140] ;1055;95651.21
[2025-12-09 11:08:52.157] ;1068;95651.17
[2025-12-09 11:08:52.173] ;1079;95651.5
[2025-12-09 11:08:52.190] ;1091;95651.63
[2025-12-09 11:08:52.207] ;1103;95652.05
[2025-12-09 11:08:52.223] ;1116;95651.57
[2025-12-09 11:08:52.239] ;1128;95651.64
[2025-12-09 11:08:52.254] ;1140;95651.88
[2025-12-09 11:08:52.272] ;1153;95651.75
[2025-12-09 11:08:52.290] ;1165;95652.36
[2025-12-09 11:08:52.307] ;1177;95652.03
[2025-12-09 11:08:52.324] ;1189;95652.03
[2025-12-09 11:08:52.340] ;1203;95653.03
[2025-12-09 11:08:52.357] ;1220;95652.96
[2025-12-09 11:08:52.374] ;1236;95652.75
[2025-12-09 11:08:52.390] ;1253;95652.85
[2025-12-09 11:08:52.407] ;1269;95653.6
[2025-12-09 11:08:52.424] ;1287;95653.5
[2025-12-09 11:08:52.440] ;1303;95653.42
[2025-12-09 11:08:52.456] ;1319;95653.17
[2025-12-09 11:08:52.473] ;1336;95654.28
[2025-12-09 11:08:52.490] ;1353;95653.91
[2025-12-09 11:08:52.501] ;1370;95653.91
[2025-12-09 11:08:52.517] ;1386;95654.69
[2025-12-09 11:08:52.534] ;1402;95654.64
[2025-12-09 11:08:52.554] ;1420;95654.86
[2025-12-09 11:08:52.573] ;1436;95655.11
[2025-12-09 11:08:52.589] ;1453;95654.91
[2025-12-09 11:08:52.606] ;1469;95655.41
[2025-12-09 11:08:52.623] ;1486;95654.61
[2025-12-09 11:08:52.639] ;1503;95655.92
[2025-12-09 11:08:52.655] ;1519;95655.19
[2025-12-09 11:08:52.672] ;1536;95655.64
[2025-12-09 11:08:52.688] ;1553;95655.8
[2025-12-09 11:08:52.705] ;1569;95656.28
[2025-12-09 11:08:52.721] ;1586;95656.97
[2025-12-09 11:08:52.738] ;1602;95656.46
[2025-12-09 11:08:52.755] ;1619;95656.66
[2025-12-09 11:08:52.770] ;1636;95657.32
[2025-12-09 11:08:52.787] ;1652;95656.89
[2025-12-09 11:08:52.805] ;1669;95657.3
[2025-12-09 11:08:52.819] ;1686;95657.5
[2025-12-09 11:08:52.836] ;1702;95657.57
[2025-12-09 11:08:52.853] ;1719;95657.88
[2025-12-09 11:08:52.869] ;1735;95657.96
[2025-12-09 11:08:52.885] ;1753;95658.32
[2025-12-09 11:08:52.902] ;1769;95657.92
[2025-12-09 11:08:52.918] ;1785;95658.28
[2025-12-09 11:08:52.935] ;1802;95658.17
[2025-12-09 11:08:52.955] ;1819;95658.6
[2025-12-09 11:08:52.968] ;1836;95658.78
[2025-12-09 11:08:52.985] ;1852;95659.25
[2025-12-09 11:08:53.004] ;1868;95658.63
[2025-12-09 11:08:53.018] ;1886;95659.44
[2025-12-09 11:08:53.034] ;1902;95659.64
[2025-12-09 11:08:53.051] ;1918;95659.38
[2025-12-09 11:08:53.068] ;1935;95659.96
[2025-12-09 11:08:53.085] ;1952;95660.11
[2025-12-09 11:08:53.101] ;1969;95660.53
[2025-12-09 11:08:53.118] ;1985;95660.3
