;Timestamp;Pressure_data
[2025-12-09 13:51:29.978] ;1043;95424.16
[2025-12-09 13:51:29.990] ;1055;95424.5
[2025-12-09 13:51:30.007] ;1068;95424.19
[2025-12-09 13:51:30.022] ;1079;95424.6
[2025-12-09 13:51:30.040] ;1091;95424.63
[2025-12-09 13:51:30.054] ;1103;95424.96
[2025-12-09 13:51:30.073] ;1116;95424.74
[2025-12-09 13:51:30.088] ;1128;95425.32
[2025-12-09 13:51:30.106] ;1140;95425.32
[2025-12-09 13:51:30.118] ;1153;95426.07
[2025-12-09 13:51:30.133] ;1165;95425.14
[2025-12-09 13:51:30.153] ;1177;95425.94
[2025-12-09 13:51:30.171] ;1189;95425.64
[2025-12-09 13:51:30.183] ;1203;95426
[2025-12-09 13:51:30.208] ;1220;95426.19
[2025-12-09 13:51:30.223] ;1236;95425.72
[2025-12-09 13:51:30.240] ;1253;95425.99
[2025-12-09 13:51:30.250] ;1269;95426.32
[2025-12-09 13:51:30.273] ;1287;95426.39
[2025-12-09 13:51:30.288] ;1303;95426.89
[2025-12-09 13:51:30.306] ;1319;95427.3
[2025-12-09 13:51:30.322] ;1336;95427.08
[2025-12-09 13:51:30.339] ;1353;95427.75
[2025-12-09 13:51:30.355] ;1370;95427.44
[2025-12-09 13:51:30.372] ;1386;95428.05
[2025-12-09 13:51:30.387] ;1402;95428.02
[2025-12-09 13:51:30.400] ;1420;95428.46
[2025-12-09 13:51:30.417] ;1436;95428.28
[2025-12-09 13:51:30.435] ;1453;95428.42
[2025-12-09 13:51:30.453] ;1469;95429.13
[2025-12-09 13:51:30.470] ;1486;95429.57
[2025-12-09 13:51:30.490] ;1503;95429.5
[2025-12-09 13:51:30.506] ;1519;95429.72
[2025-12-09 13:51:30.523] ;1536;95429.8
[2025-12-09 13:51:30.540] ;1553;95430.17
[2025-12-09 13:51:30.556] ;1569;95430.38
[2025-12-09 13:51:30.573] ;1586;95429.74
[2025-12-09 13:51:30.588] ;1602;95429.97
[2025-12-09 13:51:30.605] ;1619;95431.39
[2025-12-09 13:51:30.619] ;1636;95430.78
[2025-12-09 13:51:30.633] ;1652;95431.94
[2025-12-09 13:51:30.654] ;1669;95430.66
[2025-12-09 13:51:30.670] ;1686;95431.61
[2025-12-09 13:51:30.687] ;1702;95431.3
[2025-12-09 13:51:30.703] ;1719;95432.03
[2025-12-09 13:51:30.719] ;1735;95431.92
[2025-12-09 13:51:30.730] ;1753;95432.52
[2025-12-09 13:51:30.751] ;1769;95432.07
[2025-12-09 13:51:30.772] ;1785;95432.53
[2025-12-09 13:51:30.789] ;1802;95432.77
[2025-12-09 13:51:30.806] ;1819;95432.83
[2025-12-09 13:51:30.823] ;1836;95433.16
[2025-12-09 13:51:30.839] ;1852;95433.39
[2025-12-09 13:51:30.853] ;1868;95433.57
[2025-12-09 13:51:30.872] ;1886;95433.8
