;Timestamp;Pressure_data
[2025-12-09 13:34:15.181] ;1043;95606.22
[2025-12-09 13:34:15.181] ;1055;95606.52
[2025-12-09 13:34:15.197] ;1068;95606.69
[2025-12-09 13:34:15.214] ;1079;95607.27
[2025-12-09 13:34:15.230] ;1091;95607.42
[2025-12-09 13:34:15.247] ;1103;95607.36
[2025-12-09 13:34:15.263] ;1116;95607.32
[2025-12-09 13:34:15.280] ;1128;95607.49
[2025-12-09 13:34:15.296] ;1140;95607.8
[2025-12-09 13:34:15.312] ;1153;95608
[2025-12-09 13:34:15.329] ;1165;95608.02
[2025-12-09 13:34:15.345] ;1177;95608.58
[2025-12-09 13:34:15.369] ;1189;95608.6
[2025-12-09 13:34:15.386] ;1203;95608.94
[2025-12-09 13:34:15.402] ;1220;95609.11
[2025-12-09 13:34:15.419] ;1236;95608.83
[2025-12-09 13:34:15.436] ;1253;95608.69
[2025-12-09 13:34:15.452] ;1269;95609.35
[2025-12-09 13:34:15.469] ;1287;95609.53
[2025-12-09 13:34:15.485] ;1303;95610.16
[2025-12-09 13:34:15.502] ;1319;95609.82
[2025-12-09 13:34:15.518] ;1336;95610.94
[2025-12-09 13:34:15.535] ;1353;95610.96
[2025-12-09 13:34:15.543] ;1370;95610.63
[2025-12-09 13:34:15.560] ;1386;95611.27
[2025-12-09 13:34:15.576] ;1402;95611.6
[2025-12-09 13:34:15.601] ;1420;95611.53
[2025-12-09 13:34:15.609] ;1436;95612.27
[2025-12-09 13:34:15.628] ;1453;95612.36
[2025-12-09 13:34:15.648] ;1469;95612.21
[2025-12-09 13:34:15.667] ;1486;95612.82
[2025-12-09 13:34:15.684] ;1503;95612.88
[2025-12-09 13:34:15.701] ;1519;95612.75
[2025-12-09 13:34:15.718] ;1536;95613.11
[2025-12-09 13:34:15.734] ;1553;95613.74
[2025-12-09 13:34:15.751] ;1569;95614.3
[2025-12-09 13:34:15.767] ;1586;95614.08
[2025-12-09 13:34:15.784] ;1602;95614.75
[2025-12-09 13:34:15.800] ;1619;95615.03
[2025-12-09 13:34:15.817] ;1636;95614.6
[2025-12-09 13:34:15.833] ;1652;95615.3
[2025-12-09 13:34:15.850] ;1669;95615.38
[2025-12-09 13:34:15.867] ;1686;95615.86
[2025-12-09 13:34:15.883] ;1702;95615.99
[2025-12-09 13:34:15.900] ;1719;95616.64
[2025-12-09 13:34:15.916] ;1735;95616.1
[2025-12-09 13:34:15.933] ;1753;95617.11
[2025-12-09 13:34:15.949] ;1769;95617.07
[2025-12-09 13:34:15.967] ;1785;95617.64
[2025-12-09 13:34:15.982] ;1802;95618.13
[2025-12-09 13:34:15.999] ;1819;95617.78
[2025-12-09 13:34:16.018] ;1836;95618.28
[2025-12-09 13:34:16.032] ;1852;95618.63
[2025-12-09 13:34:16.049] ;1868;95619.25
[2025-12-09 13:34:16.065] ;1886;95619.5
[2025-12-09 13:34:16.082] ;1902;95619.25
[2025-12-09 13:34:16.099] ;1918;95619.85
[2025-12-09 13:34:16.116] ;1935;95619.78
[2025-12-09 13:34:16.132] ;1952;95619.74
[2025-12-09 13:34:16.148] ;1969;95619.83
[2025-12-09 13:34:16.165] ;1985;95620.35
[2025-12-09 13:34:16.182] ;2001;95620.64
[2025-12-09 13:34:16.199] ;2019;95620.64
[2025-12-09 13:34:16.215] ;2035;95621.41
[2025-12-09 13:34:16.224] ;2052;95621.49
[2025-12-09 13:34:16.249] ;2068;95622
[2025-12-09 13:34:16.265] ;2085;95621.44
[2025-12-09 13:34:16.282] ;2102;95622.74
[2025-12-09 13:34:16.299] ;2118;95622.36
[2025-12-09 13:34:16.316] ;2135;95623.07
[2025-12-09 13:34:16.332] ;2152;95623.3
[2025-12-09 13:34:16.349] ;2168;95623.63
[2025-12-09 13:34:16.365] ;2185;95623.8
[2025-12-09 13:34:16.382] ;2201;95623.99
[2025-12-09 13:34:16.399] ;2219;95624.11
[2025-12-09 13:34:16.416] ;2235;95624.55
[2025-12-09 13:34:16.432] ;2251;95624.64
[2025-12-09 13:34:16.441] ;2268;95624.85
