;Timestamp;Pressure_data
[2025-12-09 12:25:43.823] ;1043;95889.99
[2025-12-09 12:25:43.831] ;1055;95889.86
[2025-12-09 12:25:43.848] ;1068;95889.75
[2025-12-09 12:25:43.864] ;1079;95889.77
[2025-12-09 12:25:43.883] ;1091;95889.85
[2025-12-09 12:25:43.897] ;1103;95890
[2025-12-09 12:25:43.913] ;1116;95889.58
[2025-12-09 12:25:43.930] ;1128;95890.1
[2025-12-09 12:25:43.947] ;1140;95890.21
[2025-12-09 12:25:43.963] ;1153;95890.33
[2025-12-09 12:25:43.980] ;1165;95890.11
[2025-12-09 12:25:43.996] ;1177;95890.17
[2025-12-09 12:25:44.018] ;1189;95890.57
[2025-12-09 12:25:44.029] ;1203;95890.38
[2025-12-09 12:25:44.047] ;1220;95890.75
[2025-12-09 12:25:44.061] ;1236;95890.71
[2025-12-09 12:25:44.083] ;1253;95890.13
[2025-12-09 12:25:44.099] ;1269;95891.3
[2025-12-09 12:25:44.110] ;1287;95890.92
[2025-12-09 12:25:44.132] ;1303;95891.03
[2025-12-09 12:25:44.148] ;1319;95890.8
[2025-12-09 12:25:44.165] ;1336;95891.05
[2025-12-09 12:25:44.176] ;1353;95891.08
[2025-12-09 12:25:44.193] ;1370;95891.25
[2025-12-09 12:25:44.209] ;1386;95891.13
[2025-12-09 12:25:44.229] ;1402;95890.94
[2025-12-09 12:25:44.242] ;1420;95892.07
[2025-12-09 12:25:44.266] ;1436;95892.1
[2025-12-09 12:25:44.282] ;1453;95891.72
[2025-12-09 12:25:44.299] ;1469;95892.97
[2025-12-09 12:25:44.315] ;1486;95892.88
[2025-12-09 12:25:44.331] ;1503;95892.17
[2025-12-09 12:25:44.348] ;1519;95892.82
[2025-12-09 12:25:44.365] ;1536;95892.52
[2025-12-09 12:25:44.381] ;1553;95892.61
[2025-12-09 12:25:44.398] ;1569;95892.24
[2025-12-09 12:25:44.414] ;1586;95892.44
[2025-12-09 12:25:44.430] ;1602;95892.6
[2025-12-09 12:25:44.448] ;1619;95893.36
[2025-12-09 12:25:44.463] ;1636;95893.33
[2025-12-09 12:25:44.479] ;1652;95893.58
[2025-12-09 12:25:44.495] ;1669;95893.58
[2025-12-09 12:25:44.512] ;1686;95893.24
[2025-12-09 12:25:44.528] ;1702;95893.71
[2025-12-09 12:25:44.545] ;1719;95894.8
[2025-12-09 12:25:44.561] ;1735;95893.53
[2025-12-09 12:25:44.582] ;1753;95893.91
[2025-12-09 12:25:44.594] ;1769;95894.42
[2025-12-09 12:25:44.610] ;1785;95893.85
[2025-12-09 12:25:44.627] ;1802;95894.64
[2025-12-09 12:25:44.649] ;1819;95894.99
[2025-12-09 12:25:44.659] ;1836;95895.35
[2025-12-09 12:25:44.678] ;1852;95895.14
[2025-12-09 12:25:44.697] ;1868;95895.11
[2025-12-09 12:25:44.708] ;1886;95895.52
[2025-12-09 12:25:44.726] ;1902;95895.14
[2025-12-09 12:25:44.746] ;1918;95895.11
[2025-12-09 12:25:44.763] ;1935;95894.97
[2025-12-09 12:25:44.780] ;1952;95896.1
[2025-12-09 12:25:44.796] ;1969;95895.8
[2025-12-09 12:25:44.812] ;1985;95895.69
[2025-12-09 12:25:44.823] ;2001;95896.22
[2025-12-09 12:25:44.849] ;2019;95896.38
[2025-12-09 12:25:44.864] ;2035;95895.94
[2025-12-09 12:25:44.880] ;2052;95896.42
[2025-12-09 12:25:44.897] ;2068;95896.69
[2025-12-09 12:25:44.914] ;2085;95896.6
[2025-12-09 12:25:44.931] ;2102;95896.41
[2025-12-09 12:25:44.948] ;2118;95896.46
[2025-12-09 12:25:44.963] ;2135;95896.92
[2025-12-09 12:25:44.980] ;2152;95896.82
