file_name,start_ms,end_ms
10mm_in90_1.0.csv,330008,460000
10mm_in45_1.0.csv,146010,255016
20mm_in90_1.0.csv,13506,47009
20mm_in70_1.0.csv,0,37003
20mm_in60_1.0.csv,0,43014
20mm_in45_1.0.csv,0,31505
30mm_in90_1.0.csv,0,34015
30mm_in90_1.1.csv,0,23001
30mm_in90_2.0.csv,0,17803
30mm_in90_3.0.csv,0,30214
30mm_in90_4.0.csv,0,20013
30mm_in70_1.0.csv,0,20507
30mm_in60_1.0.csv,0,20507
30mm_in45_1.0.csv,0,17502
40mm_in90_1.0.csv,39514,43509
